index	file	K	budget	attack	selector	victim	method	run_name	estimate	walltime	command
415	cross_415_k20_sapa_b0_005_sconvnet_avgg13_random.sh	20	0.005	sapa	ConvNetBN	VGG13BN	random	CIFAR10_VGG13BN_sapa_random_dog-bird_b0.005_eps8_seed42_selarchConvNetBN_worst0.05_ce5_tgt50	0-02:00:00	0-02:45:00	SEL_K=20 BUDGET=0.005 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
416	cross_416_k20_sapa_b0_005_sresnet20_aconvnet_random.sh	20	0.005	sapa	ResNet20BN	ConvNetBN	random	CIFAR10_ConvNetBN_sapa_random_dog-bird_b0.005_eps8_seed42_selarchResNet20BN_worst0.05_ce5_tgt70	0-01:15:00	0-02:00:00	SEL_K=20 BUDGET=0.005 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
417	cross_417_k20_sapa_b0_005_sresnet20_aresnet20_random.sh	20	0.005	sapa	ResNet20BN	ResNet20BN	random	CIFAR10_ResNet20BN_sapa_random_dog-bird_b0.005_eps8_seed42_worst0.05_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=20 BUDGET=0.005 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
418	cross_418_k20_sapa_b0_005_sresnet20_avgg13_random.sh	20	0.005	sapa	ResNet20BN	VGG13BN	random	CIFAR10_VGG13BN_sapa_random_dog-bird_b0.005_eps8_seed42_selarchResNet20BN_worst0.05_ce5_tgt50	0-02:00:00	0-02:45:00	SEL_K=20 BUDGET=0.005 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
419	cross_419_k20_sapa_b0_005_svgg13_aconvnet_random.sh	20	0.005	sapa	VGG13BN	ConvNetBN	random	CIFAR10_ConvNetBN_sapa_random_dog-bird_b0.005_eps8_seed42_selarchVGG13BN_worst0.05_ce5_tgt70	0-01:15:00	0-02:00:00	SEL_K=20 BUDGET=0.005 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
420	cross_420_k20_sapa_b0_005_svgg13_aresnet20_random.sh	20	0.005	sapa	VGG13BN	ResNet20BN	random	CIFAR10_ResNet20BN_sapa_random_dog-bird_b0.005_eps8_seed42_selarchVGG13BN_worst0.05_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=20 BUDGET=0.005 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
421	cross_421_k20_sapa_b0_005_svgg13_avgg13_random.sh	20	0.005	sapa	VGG13BN	VGG13BN	random	CIFAR10_VGG13BN_sapa_random_dog-bird_b0.005_eps8_seed42_worst0.05_ce5_tgt50	0-02:00:00	0-02:45:00	SEL_K=20 BUDGET=0.005 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
422	cross_422_k20_sapa_b0_005_sconvnet_aconvnet_greedy.sh	20	0.005	sapa	ConvNetBN	ConvNetBN	greedy	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_worst0.05_ce5_tgt70	0-01:15:00	0-02:00:00	SEL_K=20 BUDGET=0.005 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
423	cross_423_k20_sapa_b0_005_sconvnet_aresnet20_greedy.sh	20	0.005	sapa	ConvNetBN	ResNet20BN	greedy	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchConvNetBN_worst0.05_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=20 BUDGET=0.005 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
424	cross_424_k20_sapa_b0_005_sconvnet_avgg13_greedy.sh	20	0.005	sapa	ConvNetBN	VGG13BN	greedy	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchConvNetBN_worst0.05_ce5_tgt50	0-02:00:00	0-02:45:00	SEL_K=20 BUDGET=0.005 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
425	cross_425_k20_sapa_b0_005_sresnet20_aconvnet_greedy.sh	20	0.005	sapa	ResNet20BN	ConvNetBN	greedy	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchResNet20BN_worst0.05_ce5_tgt70	0-01:15:00	0-02:00:00	SEL_K=20 BUDGET=0.005 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
426	cross_426_k20_sapa_b0_005_sresnet20_aresnet20_greedy.sh	20	0.005	sapa	ResNet20BN	ResNet20BN	greedy	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_worst0.05_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=20 BUDGET=0.005 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
427	cross_427_k20_sapa_b0_005_sresnet20_avgg13_greedy.sh	20	0.005	sapa	ResNet20BN	VGG13BN	greedy	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchResNet20BN_worst0.05_ce5_tgt50	0-02:00:00	0-02:45:00	SEL_K=20 BUDGET=0.005 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
428	cross_428_k20_sapa_b0_005_svgg13_aconvnet_greedy.sh	20	0.005	sapa	VGG13BN	ConvNetBN	greedy	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchVGG13BN_worst0.05_ce5_tgt70	0-01:15:00	0-02:00:00	SEL_K=20 BUDGET=0.005 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
429	cross_429_k20_sapa_b0_005_svgg13_aresnet20_greedy.sh	20	0.005	sapa	VGG13BN	ResNet20BN	greedy	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchVGG13BN_worst0.05_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=20 BUDGET=0.005 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
430	cross_430_k20_sapa_b0_005_svgg13_avgg13_greedy.sh	20	0.005	sapa	VGG13BN	VGG13BN	greedy	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_worst0.05_ce5_tgt50	0-02:00:00	0-02:45:00	SEL_K=20 BUDGET=0.005 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
431	cross_431_k20_sapa_b0_005_sconvnet_aconvnet_dpp.sh	20	0.005	sapa	ConvNetBN	ConvNetBN	dpp	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_worst0.05_ce5_tgt70	0-01:15:00	0-02:00:00	SEL_K=20 BUDGET=0.005 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
432	cross_432_k20_sapa_b0_005_sconvnet_aresnet20_dpp.sh	20	0.005	sapa	ConvNetBN	ResNet20BN	dpp	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_selarchConvNetBN_worst0.05_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=20 BUDGET=0.005 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
433	cross_433_k20_sapa_b0_005_sconvnet_avgg13_dpp.sh	20	0.005	sapa	ConvNetBN	VGG13BN	dpp	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_selarchConvNetBN_worst0.05_ce5_tgt50	0-02:00:00	0-02:45:00	SEL_K=20 BUDGET=0.005 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
434	cross_434_k20_sapa_b0_005_sresnet20_aconvnet_dpp.sh	20	0.005	sapa	ResNet20BN	ConvNetBN	dpp	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_selarchResNet20BN_worst0.05_ce5_tgt70	0-01:15:00	0-02:00:00	SEL_K=20 BUDGET=0.005 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
435	cross_435_k20_sapa_b0_005_sresnet20_aresnet20_dpp.sh	20	0.005	sapa	ResNet20BN	ResNet20BN	dpp	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_worst0.05_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=20 BUDGET=0.005 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
436	cross_436_k20_sapa_b0_005_sresnet20_avgg13_dpp.sh	20	0.005	sapa	ResNet20BN	VGG13BN	dpp	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_selarchResNet20BN_worst0.05_ce5_tgt50	0-02:00:00	0-02:45:00	SEL_K=20 BUDGET=0.005 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
437	cross_437_k20_sapa_b0_005_svgg13_aconvnet_dpp.sh	20	0.005	sapa	VGG13BN	ConvNetBN	dpp	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_selarchVGG13BN_worst0.05_ce5_tgt70	0-01:15:00	0-02:00:00	SEL_K=20 BUDGET=0.005 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
438	cross_438_k20_sapa_b0_005_svgg13_aresnet20_dpp.sh	20	0.005	sapa	VGG13BN	ResNet20BN	dpp	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_selarchVGG13BN_worst0.05_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=20 BUDGET=0.005 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
439	cross_439_k20_sapa_b0_005_svgg13_avgg13_dpp.sh	20	0.005	sapa	VGG13BN	VGG13BN	dpp	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_worst0.05_ce5_tgt50	0-02:00:00	0-02:45:00	SEL_K=20 BUDGET=0.005 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
